GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,TRBL_CTA,TRBL_BGA,NAME_E,AMRIE001,AMRIE002,AMRIE003,AMRIE004,AMRIE005,AMRIE006,AMRIE007,AMRIE008,AMRIE009,AMRIE010,AMRIE011,AMRIE012,AMRIE013,AMRIE014,AMRIE015,AMRIE016,AMRIE017,NAME_M,AMRIM001,AMRIM002,AMRIM003,AMRIM004,AMRIM005,AMRIM006,AMRIM007,AMRIM008,AMRIM009,AMRIM010,AMRIM011,AMRIM012,AMRIM013,AMRIM014,AMRIM015,AMRIM016,AMRIM017
"G0200900","2016-2020","AK",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02090",,,"Fairbanks North Star Borough, Alaska",36199,19027,8156,10871,2733,762,1971,6871,4058,1514,986,313,7568,5015,730,781,1042,"Fairbanks North Star Borough, Alaska",770,920,581,811,455,223,384,659,557,326,276,151,596,571,248,252,265
"G0201000","2016-2020","AK",,,"Alaska","02","Haines Borough","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02100",,,"Haines Borough, Alaska",917,441,196,245,81,43,38,143,121,15,5,2,252,204,3,26,19,"Haines Borough, Alaska",116,109,71,87,58,58,35,60,58,13,8,3,138,133,6,26,27
"G0201050","2016-2020","AK",,,"Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02105",,,"Hoonah-Angoon Census Area, Alaska",755,300,51,249,62,26,36,162,92,12,51,7,231,167,5,35,24,"Hoonah-Angoon Census Area, Alaska",82,47,21,45,22,15,14,34,29,8,14,8,47,41,4,23,15
"G0201100","2016-2020","AK",,,"Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02110",,,"Juneau City and Borough, Alaska",12878,5829,2643,3186,921,184,737,3410,2206,463,480,261,2718,1913,189,324,292,"Juneau City and Borough, Alaska",274,454,325,317,194,70,171,351,326,152,140,108,277,263,79,137,132
"G0201220","2016-2020","AK",,,"Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02122",,,"Kenai Peninsula Borough, Alaska",21781,11220,3816,7404,1384,359,1025,4311,2842,773,557,139,4866,3840,349,340,337,"Kenai Peninsula Borough, Alaska",390,529,316,440,232,131,198,295,261,159,116,58,335,300,124,114,117
"G0201300","2016-2020","AK",,,"Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02130",,,"Ketchikan Gateway Borough, Alaska",5299,2644,958,1686,439,192,247,1224,724,253,209,38,992,661,86,94,151,"Ketchikan Gateway Borough, Alaska",134,164,110,153,80,58,50,110,98,69,49,20,110,105,43,40,49
"G0201500","2016-2020","AK",,,"Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02150",,,"Kodiak Island Borough, Alaska",4231,2273,1007,1266,321,217,104,775,425,226,98,26,862,666,22,48,126,"Kodiak Island Borough, Alaska",195,228,192,225,134,100,81,149,139,92,41,37,210,190,27,29,81
"G0201580","2016-2020","AK",,,"Alaska","02","Kusilvak Census Area","158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02158",,,"Kusilvak Census Area, Alaska",1750,639,384,255,303,234,69,453,80,208,157,8,355,145,71,120,19,"Kusilvak Census Area, Alaska",89,72,50,51,55,48,26,60,36,59,27,26,47,33,28,31,13
"G0201640","2016-2020","AK",,,"Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02164",,,"Lake and Peninsula Borough, Alaska",366,154,53,101,34,19,15,117,49,25,37,6,61,43,6,12,0,"Lake and Peninsula Borough, Alaska",144,66,25,46,18,11,11,50,24,14,18,5,27,22,5,7,10
"G0201700","2016-2020","AK",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02170",,,"Matanuska-Susitna Borough, Alaska",31964,17954,7466,10488,2262,850,1412,6083,3362,1298,1102,321,5665,4122,597,701,245,"Matanuska-Susitna Borough, Alaska",336,445,315,437,195,128,147,350,222,215,138,96,338,351,119,162,68
"G0201800","2016-2020","AK",,,"Alaska","02","Nome Census Area","180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02180",,,"Nome Census Area, Alaska",2777,937,569,368,458,299,159,647,196,161,266,24,735,366,108,228,33,"Nome Census Area, Alaska",132,91,65,60,61,52,39,67,38,36,49,12,70,56,30,42,21
"G0201850","2016-2020","AK",,,"Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02185",,,"North Slope Borough, Alaska",1991,711,407,304,334,188,146,462,172,142,142,6,484,188,89,144,63,"North Slope Borough, Alaska",226,165,96,117,80,52,67,107,57,56,42,18,70,65,52,50,60
"G0201880","2016-2020","AK",,,"Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02188",,,"Northwest Arctic Borough, Alaska",1795,691,409,282,236,158,78,429,118,122,173,16,439,249,76,70,44,"Northwest Arctic Borough, Alaska",76,54,50,45,47,35,28,54,41,37,25,13,58,45,28,23,30
"G0201950","2016-2020","AK",,,"Alaska","02","Petersburg Borough","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02195",,,"Petersburg Borough, Alaska",1204,614,180,434,81,22,59,299,168,38,87,6,210,157,9,19,25,"Petersburg Borough, Alaska",96,77,49,78,38,15,31,69,43,18,49,6,54,41,7,21,19
"G0201980","2016-2020","AK",,,"Alaska","02","Prince of Wales-Hyder Census Area","198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02198",,,"Prince of Wales-Hyder Census Area, Alaska",2353,1057,391,666,177,103,74,440,231,77,112,20,679,507,58,81,33,"Prince of Wales-Hyder Census Area, Alaska",87,86,53,62,39,27,23,49,33,25,28,14,78,74,25,24,14
"G0202200","2016-2020","AK",,,"Alaska","02","Sitka City and Borough","220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02220",,,"Sitka City and Borough, Alaska",3572,1716,589,1127,315,130,185,794,503,124,140,27,747,624,31,60,32,"Sitka City and Borough, Alaska",128,136,93,131,91,54,60,105,82,51,53,19,106,111,23,38,21
"G0202300","2016-2020","AK",,,"Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02230",,,"Skagway Municipality, Alaska",411,152,56,96,24,3,21,88,58,14,14,2,147,105,6,6,30,"Skagway Municipality, Alaska",82,33,22,23,11,3,11,26,18,6,11,3,56,53,5,6,13
"G0202400","2016-2020","AK",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02240",,,"Southeast Fairbanks Census Area, Alaska",2287,1186,493,693,167,47,120,378,209,92,75,2,556,492,15,38,11,"Southeast Fairbanks Census Area, Alaska",114,125,89,115,51,27,47,68,51,44,33,4,97,91,12,30,11
"G0202750","2016-2020","AK",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02275",,,"Wrangell City and Borough, Alaska",989,535,115,420,92,28,64,175,115,23,30,7,187,154,20,8,5,"Wrangell City and Borough, Alaska",94,66,37,66,49,16,44,42,35,13,16,9,47,43,15,7,5
"G0202820","2016-2020","AK",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02282",,,"Yakutat City and Borough, Alaska",221,89,30,59,44,42,2,29,21,2,6,0,59,51,3,2,3,"Yakutat City and Borough, Alaska",36,23,12,22,30,30,3,11,10,2,7,10,22,22,3,3,4
"G0202900","2016-2020","AK",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02290",,,"Yukon-Koyukuk Census Area, Alaska",1857,545,224,321,229,120,109,514,222,127,139,26,569,442,32,85,10,"Yukon-Koyukuk Census Area, Alaska",84,60,33,57,44,31,23,53,30,37,24,13,69,66,13,24,11
"G0400010","2016-2020","AZ",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04001",,,"Apache County, Arizona",21505,8248,2443,5805,1149,566,583,7169,2790,1638,2670,71,4939,3888,249,778,24,"Apache County, Arizona",420,450,257,336,152,102,115,371,280,227,275,46,332,301,93,133,19
"G0400030","2016-2020","AZ",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04003",,,"Cochise County, Arizona",50917,24123,8124,15999,2489,914,1575,14143,8906,2539,2240,458,10162,7840,705,999,618,"Cochise County, Arizona",825,789,670,697,368,247,277,696,618,359,271,141,622,613,208,238,195
"G0400050","2016-2020","AZ",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04005",,,"Coconino County, Arizona",49016,20557,7024,13533,4478,1076,3402,13103,6387,2036,3169,1511,10878,6815,690,1396,1977,"Coconino County, Arizona",859,939,646,841,556,320,519,796,599,337,404,255,698,619,202,277,348
"G0400070","2016-2020","AZ",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04007",,,"Gila County, Arizona",22523,10302,2648,7654,1931,729,1202,5720,3522,681,1273,244,4570,3514,229,582,245,"Gila County, Arizona",597,536,332,464,357,216,296,413,372,179,231,124,400,372,107,184,85
"G0400090","2016-2020","AZ",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04009",,,"Graham County, Arizona",11348,5642,2531,3111,868,410,458,2939,1442,648,702,147,1899,1139,158,420,182,"Graham County, Arizona",319,397,307,293,221,148,155,275,197,158,137,72,283,216,105,153,114
"G0400110","2016-2020","AZ",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04011",,,"Greenlee County, Arizona",3295,1708,651,1057,236,114,122,504,234,102,144,24,847,546,159,142,0,"Greenlee County, Arizona",200,203,135,201,103,74,65,125,71,82,69,29,204,170,91,85,19
"G0400120","2016-2020","AZ",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04012",,,"La Paz County, Arizona",9928,4427,694,3733,640,321,319,2591,1624,544,383,40,2270,1827,125,213,105,"La Paz County, Arizona",443,441,181,401,218,186,101,367,313,177,141,29,435,393,73,105,68
"G0400130","2016-2020","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04013",,,"Maricopa County, Arizona",1596784,763885,308017,455868,123161,43858,79303,417608,231203,82449,82190,21766,292130,194007,23323,40797,34003,"Maricopa County, Arizona",3938,7164,4777,4798,3206,1964,2416,4691,3951,2654,2092,1162,4255,3451,1157,1723,1670
"G0400150","2016-2020","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04015",,,"Mohave County, Arizona",90413,42424,8803,33621,6468,1910,4558,23454,14451,3209,4566,1228,18067,13215,1411,2333,1108,"Mohave County, Arizona",1147,1478,585,1269,681,360,604,1313,1093,490,539,342,1130,1068,357,437,267
"G0400170","2016-2020","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04017",,,"Navajo County, Arizona",36406,16739,5592,11147,2780,985,1795,10478,4374,2636,3270,198,6409,4745,310,1162,192,"Navajo County, Arizona",822,749,437,615,426,215,350,600,446,368,364,87,530,467,98,179,87
"G0400190","2016-2020","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04019",,,"Pima County, Arizona",410942,177538,60289,117249,32216,10448,21768,118470,68569,20560,23341,6000,82718,58788,6140,10635,7155,"Pima County, Arizona",1914,2553,1696,1921,1804,1010,1283,2143,1798,1084,1091,639,2021,1856,791,982,628
"G0400210","2016-2020","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04021",,,"Pinal County, Arizona",148435,82665,28188,54477,10400,3897,6503,33582,18603,6385,7086,1508,21788,15375,1693,3360,1360,"Pinal County, Arizona",1525,1879,1444,1700,957,512,806,1487,1132,825,659,432,1161,1063,360,501,318
"G0400230","2016-2020","AZ",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04023",,,"Santa Cruz County, Arizona",16049,8365,3363,5002,970,578,392,4127,1973,928,1192,34,2587,1885,195,411,96,"Santa Cruz County, Arizona",355,610,414,448,229,206,144,422,292,207,245,36,397,402,129,152,53
"G0400250","2016-2020","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04025",,,"Yavapai County, Arizona",101245,50390,10762,39628,6813,1971,4842,26451,18438,2266,4410,1337,17591,13785,620,1597,1589,"Yavapai County, Arizona",988,1551,717,1257,944,611,667,1137,1089,432,621,348,918,850,193,328,307
"G0400270","2016-2020","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04027",,,"Yuma County, Arizona",74624,39718,14993,24725,4688,2170,2518,18723,8846,5143,4119,615,11495,7474,1034,1932,1055,"Yuma County, Arizona",1047,1244,908,1037,601,447,404,839,605,548,440,169,820,706,236,379,371
"G0500010","2016-2020","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001",,,"Arkansas County, Arkansas",7416,3438,928,2510,545,198,347,2350,1511,458,319,62,1083,744,104,144,91,"Arkansas County, Arkansas",273,282,168,263,165,112,129,275,212,129,103,77,173,165,63,70,65
"G0500030","2016-2020","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003",,,"Ashley County, Arkansas",7716,4238,1374,2864,156,43,113,2162,1334,341,452,35,1160,948,16,115,81,"Ashley County, Arkansas",261,350,186,306,65,34,56,293,238,147,153,39,233,208,18,57,47
"G0500050","2016-2020","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005",,,"Baxter County, Arkansas",18727,9926,2395,7531,1140,312,828,4740,3467,584,610,79,2921,2214,70,442,195,"Baxter County, Arkansas",414,544,281,428,292,126,247,440,334,211,217,51,419,330,48,219,107
"G0500070","2016-2020","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007",,,"Benton County, Arkansas",99661,59048,27441,31607,5450,1698,3752,21209,11296,5011,3822,1080,13954,9809,1566,1439,1140,"Benton County, Arkansas",734,1475,1006,1093,671,327,664,1020,716,612,515,228,942,751,383,241,265
"G0500090","2016-2020","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009",,,"Boone County, Arkansas",15043,8328,2580,5748,800,253,547,3246,2159,326,662,99,2669,2222,180,207,60,"Boone County, Arkansas",333,508,355,341,207,93,168,333,287,127,183,67,354,327,91,89,46
"G0500110","2016-2020","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011",,,"Bradley County, Arkansas",4233,1905,609,1296,243,76,167,1233,760,217,206,50,852,660,74,108,10,"Bradley County, Arkansas",225,216,128,180,95,54,82,148,143,106,73,35,167,167,63,83,15
"G0500130","2016-2020","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013",,,"Calhoun County, Arkansas",1754,987,325,662,31,21,10,452,302,72,71,7,284,191,19,74,0,"Calhoun County, Arkansas",146,160,130,109,26,23,10,90,79,43,45,10,73,70,20,54,17
"G0500150","2016-2020","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015",,,"Carroll County, Arkansas",11079,5964,2107,3857,402,82,320,2748,1523,232,856,137,1965,1557,60,216,132,"Carroll County, Arkansas",413,377,277,301,148,55,136,314,238,107,278,99,259,248,53,91,90
"G0500170","2016-2020","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017",,,"Chicot County, Arkansas",4052,1659,521,1138,225,120,105,1530,846,344,326,14,638,524,13,86,15,"Chicot County, Arkansas",186,205,122,167,97,80,58,186,151,92,103,15,110,112,20,43,24
"G0500190","2016-2020","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019",,,"Clark County, Arkansas",8336,3800,1354,2446,432,119,313,2631,1445,538,407,241,1473,975,117,142,239,"Clark County, Arkansas",347,312,202,249,150,86,123,310,256,148,133,125,219,202,61,77,123
"G0500210","2016-2020","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021",,,"Clay County, Arkansas",6476,3003,866,2137,508,289,219,1919,1220,376,305,18,1046,733,136,100,77,"Clay County, Arkansas",219,241,123,194,140,117,80,200,158,101,90,14,168,135,82,48,50
"G0500230","2016-2020","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023",,,"Cleburne County, Arkansas",10882,5704,1598,4106,421,120,301,2601,1812,346,408,35,2156,1529,172,314,141,"Cleburne County, Arkansas",357,334,185,253,123,57,99,287,263,118,157,34,300,280,110,119,85
"G0500250","2016-2020","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025",,,"Cleveland County, Arkansas",3170,1593,553,1040,115,95,20,809,505,131,171,2,653,487,70,96,0,"Cleveland County, Arkansas",162,195,119,142,80,79,21,141,111,77,64,3,157,127,77,60,17
"G0500270","2016-2020","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027",,,"Columbia County, Arkansas",8456,3989,1256,2733,556,281,275,2793,1662,551,423,157,1118,888,49,82,99,"Columbia County, Arkansas",438,450,236,365,189,136,140,320,259,184,147,105,267,237,41,47,96
"G0500290","2016-2020","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029",,,"Conway County, Arkansas",8491,4050,1438,2612,510,117,393,2563,1369,591,577,26,1368,1163,42,150,13,"Conway County, Arkansas",285,341,183,294,170,64,145,275,207,183,158,32,240,224,37,75,17
"G0500310","2016-2020","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031",,,"Craighead County, Arkansas",42203,19516,8191,11325,2509,879,1630,12147,5793,3379,2472,503,8031,5364,623,833,1211,"Craighead County, Arkansas",589,802,532,678,469,244,409,713,545,496,398,190,707,561,211,275,308
"G0500330","2016-2020","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033",,,"Crawford County, Arkansas",24065,13709,4836,8873,1015,397,618,5810,3360,1188,1134,128,3531,2561,329,439,202,"Crawford County, Arkansas",446,691,434,518,251,179,173,496,409,238,254,114,341,305,131,167,118
"G0500350","2016-2020","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035",,,"Crittenden County, Arkansas",19021,6974,2688,4286,1528,548,980,7030,3113,2031,1703,183,3489,2699,162,453,175,"Crittenden County, Arkansas",351,452,292,366,323,201,255,377,299,294,301,71,303,290,78,128,84
"G0500370","2016-2020","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037",,,"Cross County, Arkansas",6568,3177,1214,1963,378,121,257,1902,834,691,330,47,1111,832,100,140,39,"Cross County, Arkansas",228,288,210,191,117,75,94,256,161,203,92,38,200,188,50,76,42
"G0500390","2016-2020","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039",,,"Dallas County, Arkansas",2992,1336,418,918,94,42,52,1111,710,127,265,9,451,355,24,51,21,"Dallas County, Arkansas",219,193,106,134,54,47,36,159,118,73,95,15,119,116,24,32,27
"G0500410","2016-2020","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041",,,"Desha County, Arkansas",5059,2026,690,1336,215,73,142,1732,854,469,343,66,1086,694,27,348,17,"Desha County, Arkansas",253,251,156,183,121,100,76,221,179,128,94,47,189,136,31,146,18
"G0500430","2016-2020","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043",,,"Drew County, Arkansas",7207,3268,1142,2126,456,184,272,2157,1338,304,376,139,1326,870,39,98,319,"Drew County, Arkansas",309,334,187,252,179,133,125,322,238,131,158,90,252,243,41,73,177
"G0500450","2016-2020","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045",,,"Faulkner County, Arkansas",45091,22543,9604,12939,2645,952,1693,12032,6728,2252,2077,975,7871,5143,366,1078,1284,"Faulkner County, Arkansas",604,814,686,668,461,267,443,684,595,366,319,208,610,532,149,285,321
"G0500470","2016-2020","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047",,,"Franklin County, Arkansas",6671,3314,1228,2086,535,64,471,1696,1021,248,391,36,1126,933,47,132,14,"Franklin County, Arkansas",339,344,183,276,195,60,184,252,217,106,148,37,213,208,36,61,16
"G0500490","2016-2020","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049",,,"Fulton County, Arkansas",5014,2561,785,1776,347,72,275,1240,833,207,196,4,866,672,47,100,47,"Fulton County, Arkansas",281,252,131,204,114,46,103,191,158,100,77,8,162,145,41,69,39
"G0500510","2016-2020","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051",,,"Garland County, Arkansas",40906,18780,5481,13299,2643,1115,1528,12051,7100,2286,2298,367,7432,5622,414,969,427,"Garland County, Arkansas",687,808,598,651,514,367,379,686,561,427,369,152,707,545,203,339,184
"G0500530","2016-2020","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053",,,"Grant County, Arkansas",7049,3754,1386,2368,309,154,155,1649,876,261,509,3,1337,1068,55,160,54,"Grant County, Arkansas",214,298,222,242,118,97,75,245,159,102,161,5,222,212,50,92,47
"G0500550","2016-2020","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055",,,"Greene County, Arkansas",17587,9218,3577,5641,1383,518,865,4255,2101,1136,942,76,2731,1958,202,457,114,"Greene County, Arkansas",317,534,363,407,351,275,250,444,364,240,229,54,313,304,111,153,64
"G0500570","2016-2020","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057",,,"Hempstead County, Arkansas",8100,3984,1277,2707,488,224,264,1997,878,607,447,65,1631,1224,126,183,98,"Hempstead County, Arkansas",412,371,181,275,161,128,110,279,215,172,133,55,285,233,87,102,103
"G0500590","2016-2020","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059",,,"Hot Spring County, Arkansas",12515,6682,2138,4544,583,196,387,3250,2007,511,693,39,2000,1578,225,169,28,"Hot Spring County, Arkansas",365,489,314,359,170,113,151,365,310,170,186,35,316,295,123,79,30
"G0500610","2016-2020","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061",,,"Howard County, Arkansas",5271,2398,853,1545,183,40,143,1862,969,593,284,16,828,574,70,159,25,"Howard County, Arkansas",217,206,148,192,101,34,100,209,157,151,98,20,155,126,60,93,32
"G0500630","2016-2020","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063",,,"Independence County, Arkansas",14325,7698,3124,4574,692,224,468,3619,2122,587,729,181,2316,1811,186,259,60,"Independence County, Arkansas",383,558,342,447,218,107,176,421,316,180,199,113,353,303,100,100,55
