GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,TRBL_CTA,TRBL_BGA,NAME_E,AMRIE001,AMRIE002,AMRIE003,AMRIE004,AMRIE005,AMRIE006,AMRIE007,AMRIE008,AMRIE009,AMRIE010,AMRIE011,AMRIE012,AMRIE013,AMRIE014,AMRIE015,AMRIE016,AMRIE017,NAME_M,AMRIM001,AMRIM002,AMRIM003,AMRIM004,AMRIM005,AMRIM006,AMRIM007,AMRIM008,AMRIM009,AMRIM010,AMRIM011,AMRIM012,AMRIM013,AMRIM014,AMRIM015,AMRIM016,AMRIM017
"G4500090","2016-2020","SC",,,"South Carolina","45","Bamberg County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45009",,,"Bamberg County, South Carolina",5070,2281,583,1698,282,113,169,1785,885,315,527,58,722,615,42,22,43,"Bamberg County, South Carolina",357,301,188,259,146,83,108,252,187,124,165,63,209,206,52,22,37
"G4500110","2016-2020","SC",,,"South Carolina","45","Barnwell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45011",,,"Barnwell County, South Carolina",8670,3250,715,2535,275,82,193,3441,1731,921,720,69,1704,1350,66,177,111,"Barnwell County, South Carolina",281,351,176,329,118,66,91,326,265,216,178,55,250,244,89,77,85
"G4500130","2016-2020","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45013",,,"Beaufort County, South Carolina",74231,41879,10320,31559,3123,995,2128,18738,11553,3295,3013,877,10491,7990,406,1129,966,"Beaufort County, South Carolina",1103,1280,845,1011,582,297,462,895,750,492,474,313,927,767,154,387,376
"G4500150","2016-2020","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45015",,,"Berkeley County, South Carolina",79597,41300,15598,25702,4637,1481,3156,20822,9892,5641,4654,635,12838,8555,857,2115,1311,"Berkeley County, South Carolina",697,1012,724,944,642,283,548,887,783,578,496,202,730,640,205,411,272
"G4500170","2016-2020","SC",,,"South Carolina","45","Calhoun County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45017",,,"Calhoun County, South Carolina",6221,2970,954,2016,106,13,93,2051,1100,400,551,0,1094,904,3,100,87,"Calhoun County, South Carolina",244,324,186,251,71,22,68,292,241,193,156,21,226,231,7,92,59
"G4500190","2016-2020","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45019",,,"Charleston County, South Carolina",163411,70218,25282,44936,8981,1426,7555,51577,30996,7423,9264,3894,32635,24003,1607,3394,3631,"Charleston County, South Carolina",1234,2104,1499,1654,786,279,702,1552,1295,794,625,608,1450,1260,472,588,484
"G4500210","2016-2020","SC",,,"South Carolina","45","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45021",,,"Cherokee County, South Carolina",20779,8390,2583,5807,899,279,620,7226,5106,832,1198,90,4264,3601,254,338,71,"Cherokee County, South Carolina",527,538,333,430,271,155,239,513,544,216,250,64,397,381,129,119,58
"G4500230","2016-2020","SC",,,"South Carolina","45","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45023",,,"Chester County, South Carolina",12861,5842,1568,4274,605,219,386,4084,2084,707,1162,131,2330,1700,52,465,113,"Chester County, South Carolina",316,474,278,380,228,105,185,335,238,206,182,85,283,247,43,146,82
"G4500250","2016-2020","SC",,,"South Carolina","45","Chesterfield County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45025",,,"Chesterfield County, South Carolina",18213,8353,2539,5814,1168,500,668,5632,3225,1192,1150,65,3060,2236,226,500,98,"Chesterfield County, South Carolina",384,530,322,444,297,220,209,495,410,307,242,41,354,315,116,232,89
"G4500270","2016-2020","SC",,,"South Carolina","45","Clarendon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45027",,,"Clarendon County, South Carolina",12775,5703,1489,4214,582,194,388,4486,2429,674,1333,50,2004,1380,145,408,71,"Clarendon County, South Carolina",360,423,233,342,171,79,150,340,267,187,222,35,259,191,69,167,59
"G4500290","2016-2020","SC",,,"South Carolina","45","Colleton County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45029",,,"Colleton County, South Carolina",15281,6234,1826,4408,593,142,451,5290,2636,1299,1302,53,3164,2693,163,175,133,"Colleton County, South Carolina",445,485,286,437,188,76,172,502,367,316,304,34,387,413,134,121,90
"G4500310","2016-2020","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45031",,,"Darlington County, South Carolina",26117,10186,3410,6776,1550,547,1003,9233,4675,1873,2567,118,5148,4092,349,570,137,"Darlington County, South Carolina",467,665,398,494,278,182,248,600,485,333,323,76,481,463,217,211,77
"G4500330","2016-2020","SC",,,"South Carolina","45","Dillon County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45033",,,"Dillon County, South Carolina",11147,4378,1572,2806,684,346,338,3889,1725,967,1110,87,2196,1546,160,395,95,"Dillon County, South Carolina",355,452,258,360,181,153,112,317,243,223,212,53,308,304,98,156,73
"G4500350","2016-2020","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45035",,,"Dorchester County, South Carolina",56939,29795,11562,18233,3144,1071,2073,15505,8178,3828,3088,411,8495,6621,476,1102,296,"Dorchester County, South Carolina",545,1120,843,866,518,303,412,992,823,562,380,146,863,818,184,237,138
"G4500370","2016-2020","SC",,,"South Carolina","45","Edgefield County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45037",,,"Edgefield County, South Carolina",9171,4474,1176,3298,400,186,214,2945,1457,624,809,55,1352,988,117,181,66,"Edgefield County, South Carolina",333,323,190,289,146,118,120,278,242,158,196,45,222,187,70,86,41
"G4500390","2016-2020","SC",,,"South Carolina","45","Fairfield County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45039",,,"Fairfield County, South Carolina",9315,4109,701,3408,261,49,212,2945,1364,509,1071,1,2000,1597,58,321,24,"Fairfield County, South Carolina",1058,625,219,519,190,49,185,498,315,192,265,3,437,411,66,180,43
"G4500410","2016-2020","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45041",,,"Florence County, South Carolina",52880,22787,8052,14735,2577,960,1617,18342,9055,4060,4826,401,9174,7030,425,1199,520,"Florence County, South Carolina",685,933,583,718,399,273,293,810,700,510,489,166,764,730,139,295,162
"G4500430","2016-2020","SC",,,"South Carolina","45","Georgetown County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45043",,,"Georgetown County, South Carolina",25758,12860,2599,10261,1094,408,686,7916,4498,1367,2003,48,3888,2957,184,609,138,"Georgetown County, South Carolina",677,758,353,614,302,221,203,718,492,377,338,41,498,418,96,195,77
"G4500450","2016-2020","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45045",,,"Greenville County, South Carolina",198015,99558,39476,60082,10957,4036,6921,55481,31212,10372,11809,2088,32019,22916,2605,3542,2956,"Greenville County, South Carolina",955,1941,1228,1601,885,689,641,1408,1240,840,976,311,1407,1177,885,490,446
"G4500470","2016-2020","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45047",,,"Greenwood County, South Carolina",27977,11341,3727,7614,1172,582,590,10169,5502,2447,1986,234,5295,3951,315,580,449,"Greenwood County, South Carolina",479,678,429,570,310,246,175,511,431,388,290,118,609,580,150,169,217
"G4500490","2016-2020","SC",,,"South Carolina","45","Hampton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45049",,,"Hampton County, South Carolina",6893,3047,874,2173,212,82,130,2178,1049,391,694,44,1456,1299,6,118,33,"Hampton County, South Carolina",364,304,208,236,81,52,86,212,182,111,148,42,226,212,9,75,34
"G4500510","2016-2020","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45051",,,"Horry County, South Carolina",136219,64841,16114,48727,9659,2755,6904,38712,22706,6610,7773,1623,23007,16562,1819,2549,2077,"Horry County, South Carolina",1772,1726,898,1443,974,633,737,1428,1219,819,709,350,1136,948,456,476,385
"G4500530","2016-2020","SC",,,"South Carolina","45","Jasper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45053",,,"Jasper County, South Carolina",10724,4777,1233,3544,762,398,364,3348,1690,602,1024,32,1837,1251,94,154,338,"Jasper County, South Carolina",367,437,314,378,262,189,184,388,356,288,320,25,324,277,103,92,197
"G4500550","2016-2020","SC",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45055",,,"Kershaw County, South Carolina",25293,12379,3930,8449,1597,670,927,6918,3839,1178,1756,145,4399,3206,184,896,113,"Kershaw County, South Carolina",449,662,423,552,331,237,289,494,396,264,325,87,450,367,142,236,90
"G4500570","2016-2020","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45057",,,"Lancaster County, South Carolina",35228,18907,6301,12606,1611,539,1072,9944,5569,1872,2328,175,4766,3453,245,811,257,"Lancaster County, South Carolina",565,1007,690,857,459,273,360,714,601,337,446,129,653,529,112,279,186
"G4500590","2016-2020","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45059",,,"Laurens County, South Carolina",25555,11661,3691,7970,1814,779,1035,7839,4317,1552,1823,147,4241,2914,152,998,177,"Laurens County, South Carolina",555,667,453,500,362,215,270,548,457,298,308,83,412,374,87,256,68
"G4500610","2016-2020","SC",,,"South Carolina","45","Lee County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45061",,,"Lee County, South Carolina",6455,2354,405,1949,430,282,148,2523,1407,377,713,26,1148,961,11,159,17,"Lee County, South Carolina",227,269,122,244,181,155,94,271,230,158,138,27,185,176,14,90,19
"G4500630","2016-2020","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45063",,,"Lexington County, South Carolina",115220,58064,22844,35220,6494,2465,4029,31702,17305,6796,6387,1214,18960,12946,1369,2563,2082,"Lexington County, South Carolina",748,1311,946,1072,613,411,551,864,848,596,508,232,816,732,269,341,424
"G4500650","2016-2020","SC",,,"South Carolina","45","McCormick County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45065",,,"McCormick County, South Carolina",3984,2017,152,1865,160,10,150,1257,694,186,332,45,550,489,20,27,14,"McCormick County, South Carolina",203,235,81,207,100,14,104,206,170,82,106,22,133,132,29,25,29
"G4500670","2016-2020","SC",,,"South Carolina","45","Marion County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45067",,,"Marion County, South Carolina",11282,3986,1142,2844,449,177,272,4775,2097,1146,1496,36,2072,1565,91,335,81,"Marion County, South Carolina",449,417,265,322,173,100,131,363,302,260,332,37,303,287,74,117,67
"G4500690","2016-2020","SC",,,"South Carolina","45","Marlboro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45069",,,"Marlboro County, South Carolina",9384,3338,676,2662,848,322,526,3657,1947,783,900,27,1541,1181,87,218,55,"Marlboro County, South Carolina",438,369,147,324,231,133,180,339,328,191,202,23,250,218,75,91,41
"G4500710","2016-2020","SC",,,"South Carolina","45","Newberry County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45071",,,"Newberry County, South Carolina",14976,7029,2167,4862,578,200,378,4608,2383,1210,987,28,2761,2017,163,442,139,"Newberry County, South Carolina",418,499,276,414,177,105,156,419,303,242,269,29,434,359,115,212,99
"G4500730","2016-2020","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45073",,,"Oconee County, South Carolina",32440,16763,4471,12292,1072,369,703,9011,5388,1735,1568,320,5594,4258,378,678,280,"Oconee County, South Carolina",604,711,443,589,274,168,193,619,568,365,267,124,469,437,148,203,131
"G4500750","2016-2020","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45075",,,"Orangeburg County, South Carolina",33629,11985,3173,8812,1351,475,876,13538,7212,2710,3452,164,6755,5551,119,984,101,"Orangeburg County, South Carolina",669,609,421,601,270,159,232,619,551,363,411,108,433,460,69,217,77
"G4500770","2016-2020","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45077",,,"Pickens County, South Carolina",48522,24010,8677,15333,2465,652,1813,13023,7430,1674,2394,1525,9024,5343,579,1134,1968,"Pickens County, South Carolina",755,952,586,837,466,174,393,942,800,356,277,312,624,637,171,256,294
"G4500790","2016-2020","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45079",,,"Richland County, South Carolina",155478,58947,22759,36188,9324,3364,5960,56585,28329,14290,11406,2560,30622,22602,1389,2959,3672,"Richland County, South Carolina",1288,1831,1166,1338,1034,687,726,1517,1159,1209,759,390,1292,1182,325,424,527
"G4500810","2016-2020","SC",,,"South Carolina","45","Saluda County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45081",,,"Saluda County, South Carolina",7360,4058,1318,2740,310,162,148,1737,888,285,543,21,1255,906,141,191,17,"Saluda County, South Carolina",239,299,191,214,110,94,65,203,173,91,158,32,212,178,105,96,25
"G4500830","2016-2020","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45083",,,"Spartanburg County, South Carolina",118788,57966,21602,36364,7313,2794,4519,33371,17999,7495,7068,809,20138,14466,1287,3075,1310,"Spartanburg County, South Carolina",1117,1439,1050,1314,811,482,689,1226,968,596,542,210,1301,1185,271,491,344
"G4500850","2016-2020","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45085",,,"Sumter County, South Carolina",41704,17626,5868,11758,2476,1326,1150,13769,7224,3019,3324,202,7833,5579,356,1558,340,"Sumter County, South Carolina",644,1009,560,766,463,354,307,764,703,468,409,97,613,526,210,378,144
"G4500870","2016-2020","SC",,,"South Carolina","45","Union County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45087",,,"Union County, South Carolina",11707,5225,1525,3700,559,291,268,3741,2100,922,671,48,2182,1570,193,339,80,"Union County, South Carolina",301,401,264,276,161,139,96,336,271,188,150,40,310,273,113,134,72
"G4500890","2016-2020","SC",,,"South Carolina","45","Williamsburg County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45089",,,"Williamsburg County, South Carolina",12705,5126,1597,3529,343,99,244,4824,2409,1017,1356,42,2412,1860,83,404,65,"Williamsburg County, South Carolina",380,423,268,342,157,64,141,340,310,228,237,29,277,270,50,157,55
"G4500910","2016-2020","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45091",,,"York County, South Carolina",103582,54544,22631,31913,5711,2168,3543,26986,14340,6052,5367,1227,16341,11547,1439,2227,1128,"York County, South Carolina",674,1445,1082,1232,573,428,445,967,773,535,510,323,850,796,298,371,274
"G4600030","2016-2020","SD",,,"South Dakota","46","Aurora County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46003",,,"Aurora County, South Dakota",1124,609,262,347,58,13,45,172,118,23,24,7,285,243,15,14,13,"Aurora County, South Dakota",114,67,37,55,26,12,24,42,38,15,13,7,61,60,12,10,18
"G4600050","2016-2020","SD",,,"South Dakota","46","Beadle County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46005",,,"Beadle County, South Dakota",7684,4002,1684,2318,644,401,243,1427,1085,210,118,14,1611,1269,143,103,96,"Beadle County, South Dakota",191,277,198,256,204,172,103,193,170,100,58,19,238,232,85,69,72
"G4600070","2016-2020","SD",,,"South Dakota","46","Bennett County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46007",,,"Bennett County, South Dakota",1036,404,109,295,92,49,43,341,129,79,129,4,199,133,33,15,18,"Bennett County, South Dakota",89,56,40,65,43,33,25,69,46,43,45,6,59,54,19,15,29
"G4600090","2016-2020","SD",,,"South Dakota","46","Bon Homme County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46009",,,"Bon Homme County, South Dakota",2556,1299,437,862,116,48,68,552,428,52,51,21,589,426,57,44,62,"Bon Homme County, South Dakota",126,117,66,100,43,22,35,70,62,29,29,19,78,71,28,33,38
"G4600110","2016-2020","SD",,,"South Dakota","46","Brookings County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46011",,,"Brookings County, South Dakota",13364,5849,2500,3349,814,203,611,3325,2502,301,243,279,3376,2372,161,146,697,"Brookings County, South Dakota",314,369,223,276,238,92,218,352,374,117,105,122,283,307,82,68,170
"G4600130","2016-2020","SD",,,"South Dakota","46","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46013",,,"Brown County, South Dakota",16245,7677,3204,4473,1121,281,840,4128,3069,556,414,89,3319,2513,179,390,237,"Brown County, South Dakota",361,444,330,398,246,113,217,428,372,192,149,69,366,369,79,168,123
"G4600150","2016-2020","SD",,,"South Dakota","46","Brule County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46015",,,"Brule County, South Dakota",2228,1171,393,778,104,62,42,514,395,40,53,26,439,373,39,20,7,"Brule County, South Dakota",141,110,120,111,46,38,29,106,93,32,42,30,85,73,27,24,8
"G4600170","2016-2020","SD",,,"South Dakota","46","Buffalo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46017",,,"Buffalo County, South Dakota",540,160,67,93,47,23,24,188,73,58,52,5,145,82,22,35,6,"Buffalo County, South Dakota",51,32,22,26,26,14,22,35,31,24,20,6,37,34,13,20,8
"G4600190","2016-2020","SD",,,"South Dakota","46","Butte County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46019",,,"Butte County, South Dakota",4179,2086,823,1263,311,181,130,1085,679,184,186,36,697,500,62,37,98,"Butte County, South Dakota",197,251,166,195,120,87,88,209,153,117,93,52,144,137,75,43,65
"G4600210","2016-2020","SD",,,"South Dakota","46","Campbell County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46021",,,"Campbell County, South Dakota",699,413,123,290,3,0,3,98,79,4,15,0,185,166,7,2,10,"Campbell County, South Dakota",64,53,31,49,4,10,4,30,27,5,18,10,38,37,10,5,8
"G4600230","2016-2020","SD",,,"South Dakota","46","Charles Mix County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46023",,,"Charles Mix County, South Dakota",3149,1561,508,1053,220,130,90,719,417,101,186,15,649,506,29,91,23,"Charles Mix County, South Dakota",86,111,86,87,49,37,27,76,54,51,34,10,90,81,16,30,16
"G4600250","2016-2020","SD",,,"South Dakota","46","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46025",,,"Clark County, South Dakota",1584,842,284,558,95,23,72,294,226,41,24,3,353,293,14,22,24,"Clark County, South Dakota",67,89,61,68,41,20,36,50,46,24,16,4,62,60,13,17,23
"G4600270","2016-2020","SD",,,"South Dakota","46","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46027",,,"Clay County, South Dakota",5259,2118,845,1273,410,143,267,1323,844,194,66,219,1408,1005,106,45,252,"Clay County, South Dakota",273,205,132,179,150,87,118,210,217,125,47,100,221,219,82,38,104
"G4600290","2016-2020","SD",,,"South Dakota","46","Codington County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46029",,,"Codington County, South Dakota",12090,5795,2458,3337,740,222,518,3017,1891,552,312,262,2538,1828,37,295,378,"Codington County, South Dakota",295,400,286,290,209,118,176,334,242,164,150,125,329,283,33,150,138
"G4600310","2016-2020","SD",,,"South Dakota","46","Corson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46031",,,"Corson County, South Dakota",1205,493,158,335,93,50,43,350,138,91,116,5,269,169,28,72,0,"Corson County, South Dakota",41,38,30,35,28,21,17,34,28,20,21,5,34,30,12,17,10
"G4600330","2016-2020","SD",,,"South Dakota","46","Custer County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46033",,,"Custer County, South Dakota",3893,2431,436,1995,241,53,188,645,478,112,55,0,576,464,8,79,25,"Custer County, South Dakota",265,245,117,232,116,45,101,149,137,63,51,14,151,144,10,57,31
"G4600350","2016-2020","SD",,,"South Dakota","46","Davison County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46035",,,"Davison County, South Dakota",8651,4122,1443,2679,339,172,167,2121,1664,339,104,14,2069,1579,101,214,175,"Davison County, South Dakota",260,373,213,297,111,96,75,255,248,147,72,20,298,297,68,105,89
"G4600370","2016-2020","SD",,,"South Dakota","46","Day County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46037",,,"Day County, South Dakota",2568,1221,409,812,161,95,66,567,436,69,56,6,619,505,33,63,18,"Day County, South Dakota",92,107,67,73,60,55,29,74,68,34,21,7,86,81,26,30,13
"G4600390","2016-2020","SD",,,"South Dakota","46","Deuel County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46039",,,"Deuel County, South Dakota",1777,1073,386,687,142,106,36,264,220,29,15,0,298,249,10,7,32,"Deuel County, South Dakota",97,88,67,73,55,52,19,61,50,26,9,10,63,57,12,6,26
"G4600410","2016-2020","SD",,,"South Dakota","46","Dewey County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46041",,,"Dewey County, South Dakota",1731,663,286,377,163,80,83,539,211,132,192,4,366,226,33,99,8,"Dewey County, South Dakota",63,66,45,48,43,25,32,53,44,29,40,7,53,56,15,30,9
"G4600430","2016-2020","SD",,,"South Dakota","46","Douglas County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46043",,,"Douglas County, South Dakota",1203,827,279,548,16,2,14,147,129,15,3,0,213,173,8,19,13,"Douglas County, South Dakota",66,82,45,66,13,3,12,46,44,17,4,10,59,58,10,17,17
"G4600450","2016-2020","SD",,,"South Dakota","46","Edmunds County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46045",,,"Edmunds County, South Dakota",1550,926,356,570,51,19,32,233,168,28,27,10,340,274,20,39,7,"Edmunds County, South Dakota",85,101,69,78,31,16,22,66,60,20,19,12,85,83,18,22,9
"G4600470","2016-2020","SD",,,"South Dakota","46","Fall River County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46047",,,"Fall River County, South Dakota",3138,1288,284,1004,243,95,148,985,586,43,304,52,622,539,28,55,0,"Fall River County, South Dakota",188,184,106,160,113,63,84,146,185,42,178,52,157,151,33,41,14
"G4600490","2016-2020","SD",,,"South Dakota","46","Faulk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46049",,,"Faulk County, South Dakota",920,529,197,332,26,12,14,170,139,22,9,0,195,182,9,4,0,"Faulk County, South Dakota",87,61,43,55,18,14,10,79,72,20,11,10,64,62,14,6,10
"G4600510","2016-2020","SD",,,"South Dakota","46","Grant County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46051",,,"Grant County, South Dakota",3148,1867,621,1246,166,27,139,622,400,95,126,1,493,388,17,44,44,"Grant County, South Dakota",185,170,121,142,91,29,88,123,102,48,76,3,115,103,17,36,55
"G4600530","2016-2020","SD",,,"South Dakota","46","Gregory County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46053",,,"Gregory County, South Dakota",1832,931,300,631,94,32,62,423,301,62,55,5,384,335,15,23,11,"Gregory County, South Dakota",79,78,44,76,28,21,25,60,46,40,26,6,63,61,14,14,7
"G4600550","2016-2020","SD",,,"South Dakota","46","Haakon County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46055",,,"Haakon County, South Dakota",758,447,180,267,17,0,17,208,183,19,6,0,86,72,0,14,0,"Haakon County, South Dakota",67,63,47,53,23,10,23,55,52,20,8,10,35,34,10,16,10
"G4600570","2016-2020","SD",,,"South Dakota","46","Hamlin County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46057",,,"Hamlin County, South Dakota",2242,1399,684,715,131,53,78,331,208,74,40,9,381,242,41,30,68,"Hamlin County, South Dakota",128,95,71,67,35,26,27,59,53,31,18,9,59,55,19,23,36
"G4600590","2016-2020","SD",,,"South Dakota","46","Hand County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46059",,,"Hand County, South Dakota",1426,821,268,553,51,6,45,301,228,47,26,0,253,216,3,10,24,"Hand County, South Dakota",91,83,38,69,33,9,31,69,52,26,22,10,67,63,4,8,29
"G4600610","2016-2020","SD",,,"South Dakota","46","Hanson County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46061",,,"Hanson County, South Dakota",1039,654,246,408,22,6,16,213,144,53,9,7,150,134,12,3,1,"Hanson County, South Dakota",54,66,53,46,14,9,11,45,35,33,8,11,40,38,16,4,2
"G4600630","2016-2020","SD",,,"South Dakota","46","Harding County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46063",,,"Harding County, South Dakota",516,289,95,194,17,5,12,72,61,5,6,0,138,109,3,14,12,"Harding County, South Dakota",61,42,22,33,13,6,11,29,25,7,7,10,58,56,6,10,13
"G4600650","2016-2020","SD",,,"South Dakota","46","Hughes County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46065",,,"Hughes County, South Dakota",7475,3486,1279,2207,948,574,374,1664,1295,200,116,53,1377,1158,108,87,24,"Hughes County, South Dakota",222,285,204,223,288,257,189,253,216,113,73,51,205,199,79,60,28
"G4600670","2016-2020","SD",,,"South Dakota","46","Hutchinson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46067",,,"Hutchinson County, South Dakota",2977,1723,619,1104,152,61,91,642,486,82,70,4,460,396,12,51,1,"Hutchinson County, South Dakota",93,98,70,97,49,28,36,74,61,37,31,5,66,64,14,36,2
"G4600690","2016-2020","SD",,,"South Dakota","46","Hyde County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46069",,,"Hyde County, South Dakota",616,352,112,240,29,15,14,148,105,6,37,0,87,57,5,25,0,"Hyde County, South Dakota",58,54,29,44,20,16,10,50,32,5,37,10,43,28,7,33,10
